auction_date_long,auction_desc,auction_house,auction_location,auction_name,chassis_number,image,link,link_v2,lot_description,price_eur_number,price_eur_string,price_gbp_number,price_gbp_string,price_usd_number,price_usd_string,reg_number,url,year,sourceUrl,status
17th May 2009,RM Sotheby's • Ferrari – Leggenda e Passione,RM Sotheby's,Italy,Ferrari – Leggenda e Passione,ZFFGJ34B000088835,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/p2NS3s5PRzrsgdjsd6AL6-mdVryF2-JGXdMMOc7v2VfAb-Uvg6TehBCDMu77GLEv1eet4BeA3rwHnjxx8O3IXg.jpeg,/cars/ferrari/f40/1991/126715,/cars/ferrari/f40/126715,1991 Ferrari F40,286000,"€286,000",254683,"£254,683",386615,"$386,615",,https://rmsothebys.com/en/auctions/ff09/ferrari---leggenda-e-passione/lots/r132-1991-ferrari-f40/186936,1991,https://www.theclassicvaluer.com,Sold
17th Jan 2009,Gooding & Co • Scottsdale Auctions 2009,Gooding & Co,United States,Scottsdale Auctions 2009,,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/aACG5OpQ1fM5bBZ1LuUjOcBw8MTz_pYf5K-QItOki1Pr7ArIKeKtsJW6DFrftjqMW6EHQ_86GBFO25IQF_cHww.jpeg,/cars/ferrari/f40/1991/373568,/cars/ferrari/f40/373568,1991 Ferrari F40,0,Not Sold,0,Not Sold,0,Not Sold,,https://www.goodingco.com/lot/1991-ferrari-f40-2/?filtersInput%5BitemType%5D%5B0%5D=Cars&filtersInput%5BauctionYear%5D%5B0%5D=2009&sortBy=ESTIMATE_HL&pageNumber=3,1991,https://www.theclassicvaluer.com,Not Sold
16th Jan 2009,RM Sotheby's • Automobiles of Arizona,RM Sotheby's,United States,Automobiles of Arizona,,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/Lf_Hcv3h9tQKKoQ_bi2X3jo44WFlTI80bXLphXJ2szoZYku6PUSCkpOKPSLXYRXzdZkqnp8U26EiTdVxAFhLKA.jpeg,/cars/ferrari/f40/1992/126728,/cars/ferrari/f40/126728,1992 Ferrari F40,323286,"€323,286",287498,"£287,498",429000,"$429,000",,https://rmsothebys.com/en/auctions/az09/automobiles-of-arizona/lots/r245-1992-ferrari-f40/202045,1992,https://www.theclassicvaluer.com,Sold
16th Aug 2008,RM Sotheby's • Sports & Classics of Monterey,RM Sotheby's,United States,Sports & Classics of Monterey,ZFFMN34A0L0087041,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/lFJM1l5NJi180ffTw58-SasZRBfcrx5sJi_hNnksPnUxY4CV1GWS-bpVMB3rR8gBqEUxClHIo7imPoL2imcdbQ.jpeg,/cars/ferrari/f40/1990/126702,/cars/ferrari/f40/126702,1990 Ferrari F40,511576,"€511,576",404503,"£404,503",753500,"$753,500",,https://rmsothebys.com/en/auctions/mo08/sports---classics-of-monterey/lots/r207-1990-ferrari-f40/199048,1990,https://www.theclassicvaluer.com,Sold
18th May 2008,RM Sotheby's • Ferrari – Leggenda e Passione,RM Sotheby's,Italy,Ferrari – Leggenda e Passione,ZFFGJ34B000079883,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/qhnJp6qtak84J3xNvLW-wZVw096EQNvtMj1dKawiZKBlsgnG-f2nK6damRdCLnlNdG8zrrCOtcnltqg6EgEasg.jpeg,/cars/ferrari/f40/1989/126679,/cars/ferrari/f40/126679,1989 Ferrari F40 Valeo,418000,"€418,000",332665,"£332,665",647816,"$647,816",,https://rmsothebys.com/en/auctions/ff08/ferrari---leggenda-e-passione/lots/r144-1989-ferrari-f40-valeo/192734,1989,https://www.theclassicvaluer.com,Sold
18th May 2008,RM Sotheby's • Ferrari – Leggenda e Passione,RM Sotheby's,Italy,Ferrari – Leggenda e Passione,ZFFGJ34B000089307,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/-CfocK1pX6ANSRDOA1Pu8OvMLEOf-__ei6KVlj5DN8APGrQJ4mDbUJ0FgAJGp-xT9v43I3qw_ZceEFst3_8s9g.jpeg,/cars/ferrari/f40/1991/126716,/cars/ferrari/f40/126716,1991 Ferrari F40,396000,"€396,000",315157,"£315,157",613721,"$613,721",,https://rmsothebys.com/en/auctions/ff08/ferrari---leggenda-e-passione/lots/r142-1991-ferrari-f40/192638,1991,https://www.theclassicvaluer.com,Sold
20th May 2007,RM Sotheby's • Ferrari – Leggenda e Passione,RM Sotheby's,Italy,Ferrari – Leggenda e Passione,ZFFGJ34B000093762,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/lEdA8DnQCPSxGR01gENzDeZspHbPyxaHP9wAU2kiene114GEtWqYghYizSG3TbsmHLu4uK_fX4hVNX9S0BGcFA.jpeg,/cars/ferrari/f40/1992/126727,/cars/ferrari/f40/126727,1992 Ferrari F40,275000,"€275,000",188072,"£188,072",370618,"$370,618",LIP UF 40,https://rmsothebys.com/en/auctions/ff07/ferrari---leggenda-e-passione/lots/l216-1992-ferrari-f40/194083,1992,https://www.theclassicvaluer.com,Sold
20th May 2006,Bonhams • Les Grandes Marques a Monaco - Important Historic Motor Cars and Automobilia,Bonhams,France,Les Grandes Marques a Monaco - Important Historic Motor Cars and Automobilia,,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/8oCtW3TrXNCK4LEcwgllqOYD-ceHExb2EfJozo-Seg_OZnp6IUOifgw-G2q0BBehLzZxrfJxqfTM7xmtUdyBug.jpeg,/cars/ferrari/f40/1989/412663,/cars/ferrari/f40/412663,1989 Ferrari F40 Berlinetta,200000,"€200,000",138840,"£138,840",250740,"$250,740",E588 TDA,https://www.bonhams.com/auctions/14487/lot/192/?category=list&length=236&page=1,1989,https://www.theclassicvaluer.com,Sold
15th May 2004,"Bonhams • Les Grandes Marques à Monaco, An Important Sale of Collector’s Motor Cars & Automobilia",Bonhams,France,"Les Grandes Marques à Monaco, An Important Sale of Collector’s Motor Cars & Automobilia",,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/PbY_OS0bopBV0qL7IB-DZhJiqs07RfobzMZ6SUDFcn0ou5_JS5Y93aNLdg9xLGu168kl7xklyQHRNGOm917ytQ.jpeg,/cars/ferrari/f40/1989/412655,/cars/ferrari/f40/412655,"One owner from new , 1989 Ferrari F40 Berlinetta",206000,"€206,000",138782,"£138,782",246108,"$246,108",,https://www.bonhams.com/auctions/11230/lot/219/?category=list&length=255&page=1,1989,https://www.theclassicvaluer.com,Sold
8th Feb 2004,RM Sotheby's • The Florida Collector Car Auction,RM Sotheby's,United States,The Florida Collector Car Auction,ZFFMN34A8L0087031,https://tcv-images.s3.eu-west-2.amazonaws.com/cars/TjdPIx5UvXflaRhZVQd_qie5PYBKNSEl-6tT1kHV_gmNPffRjVzoenj3VyYUomufJgEYH-1OKliXXUgttlBjVQ.jpeg,/cars/ferrari/f40/1990/126695,/cars/ferrari/f40/126695,1990 Ferrari F 40 Coupe,231463,"€231,463",158124,"£158,124",290000,"$290,000",,https://rmsothebys.com/en/auctions/br04/the-florida-collector-car-auction/lots/r089-1990-ferrari-f-40-coupe/211063,1990,https://www.theclassicvaluer.com,Sold
8th Mar 2003,RM Sotheby's • Vintage Motor Cars at Amelia Island,RM Sotheby's,United States,Vintage Motor Cars at Amelia Island,,https://static.wixstatic.com/media/115a18_5c677fbee8f14fa8b09ff5c89dd23733~mv2.jpg,/cars/ferrari/f40/1990/126696,/cars/ferrari/f40/126696,1990 Ferrari F40,279011,"€279,011",191597,"£191,597",308000,"$308,000",,https://rmsothebys.com/en/auctions/am03/vintage-motor-cars-at-amelia-island/lots/048-1990-ferrari-f40/203253,1990,https://www.theclassicvaluer.com,Sold
"Aug 27, 2025","Gallery Aaldering • Aug 27, 2025",Gallery Aaldering,NLD,NLD,,https://images.classic.com/vehicles/1d018dea-7d0d-475c-bfd0-41ca7743d176.jpg?ar=16%3A9&fit=crop&h=338&w=600,/veh/1992-ferrari-f40-zffgj34b000094713-nBxNJZp/,/veh/1992-ferrari-f40-zffgj34b000094713-nBxNJZp/,1992 Ferrari F40 Manual,,,,,,,,https://www.classic.com/veh/1992-ferrari-f40-zffgj34b000094713-nBxNJZp/,1992,https://www.classic.com/search/?filters[model]=68&filters[make]=4&q=Ferrari+F40,For Sale
"Jan 17, 2026","Mecum • Jan 17, 2026",Mecum,"Kissimmee, Florida, USA",Kissimmee,,https://images.classic.com/vehicles/ed8a39a5543eabacf1c5d4b814179b65e19de9f1.jpg?ar=16%3A9&fit=crop&h=338&w=600,/veh/1992-ferrari-f40-zffmn34a6n0093607-4aaPZM4/,/veh/1992-ferrari-f40-zffmn34a6n0093607-4aaPZM4/,1992 Ferrari F40 Manual,,,,,,,,https://www.classic.com/veh/1992-ferrari-f40-zffmn34a6n0093607-4aaPZM4/,1992,https://www.classic.com/search/?filters[model]=68&filters[make]=4&q=Ferrari+F40,For Sale
"Jan 17, 2026","Mecum • Jan 17, 2026",Mecum,"Kissimmee, Florida, USA",Kissimmee,,https://images.classic.com/vehicles/c22bf3e4fe5a0ac13f2d3badcf61bcbbb12b1b28.jpg?ar=16%3A9&fit=crop&h=338&w=600,/veh/1992-ferrari-f40-zffmn34a4n0091211-n3x2QPW/,/veh/1992-ferrari-f40-zffmn34a4n0091211-n3x2QPW/,1992 Ferrari F40 Manual,,,,,,,,https://www.classic.com/veh/1992-ferrari-f40-zffmn34a4n0091211-n3x2QPW/,1992,https://www.classic.com/search/?filters[model]=68&filters[make]=4&q=Ferrari+F40,For Sale
"Jan 23, 2026","RM Sotheby's • Jan 23, 2026",RM Sotheby's,"Phoenix, Arizona, USA",Phoenix,,https://images.classic.com/vehicles/29a4cfb9592e524ec40275922dad5f5535468318?ar=16%3A9&fit=crop&h=338&w=600,/veh/1991-ferrari-f40-zffgj34b000088139-WL8l8kW/,/veh/1991-ferrari-f40-zffgj34b000088139-WL8l8kW/,1991 Ferrari F40 Manual,,,,,,,,https://www.classic.com/veh/1991-ferrari-f40-zffgj34b000088139-WL8l8kW/,1991,https://www.classic.com/search/?filters[model]=68&filters[make]=4&q=Ferrari+F40,For Sale
"Dec 28, 2025","Merit Partners • Dec 28, 2025",Merit Partners,"Atlanta, Georgia, USA",Atlanta,,https://images.classic.com/vehicles/5e48c3db0c5c336111d40c7210e5c49e.jpeg?ar=16%3A9&fit=crop&h=338&w=600,/veh/1992-ferrari-f40-zffgj34b000090830-Wjg0Bdp/,/veh/1992-ferrari-f40-zffgj34b000090830-Wjg0Bdp/,1992 Ferrari F40 Manual,,,,,,"$3,250,990
        
    
    
  
    
        
  info

      
  
  
    
    
      
          This listing was either sold, or removed, by the seller. The last asking price is the last price detected by Classic.com.",,https://www.classic.com/veh/1992-ferrari-f40-zffgj34b000090830-Wjg0Bdp/,1992,https://www.classic.com/search/?filters[model]=68&filters[make]=4&q=Ferrari+F40,Last Asking
"Apr 1, 2023","Mecum • Apr 1, 2023",Mecum,"Glendale, AZ, USA",Glendale,,https://images.classic.com/vehicles/5b8ed3d4275e889f4a9966947a474986.jpeg?ar=16%3A9&fit=crop&h=338&w=600,/veh/1990-ferrari-f40-zffmn34a7l0086498-p0PEXJp/,/veh/1990-ferrari-f40-zffmn34a7l0086498-p0PEXJp/,1990 Ferrari F40 Manual,,,,,2600000,"$2,600,000
        
    
    
  
    
        
  info

      
  
  
    
    
      
          Highest Bid",,https://www.classic.com/veh/1990-ferrari-f40-zffmn34a7l0086498-p0PEXJp/,1990,https://www.classic.com/search/?filters[make]=4&filters[model]=68&page=2&q=Ferrari+F40,Not Sold
"Dec 8, 2025","Broad Arrow Private Sales • Dec 8, 2025",Broad Arrow Private Sales,"Wayne County, Michigan, USA",Wayne County,,https://images.classic.com/vehicles/daabad13aaeba5331f79f68695d6b4163239c7b6?ar=16%3A9&fit=crop&h=338&w=600,/veh/1990-ferrari-f40-Wb2GBaW/,/veh/1990-ferrari-f40-Wb2GBaW/,1990 Ferrari F40 Manual,,,,,,,,https://www.classic.com/veh/1990-ferrari-f40-Wb2GBaW/,1990,https://www.classic.com/search/?filters[model]=68&filters[make]=4&q=Ferrari+F40,Price Undisclosed
"May 12, 2023","RM Sotheby's • May 12, 2023",RM Sotheby's,"Lyon, FRA",Lyon,,https://images.classic.com/vehicles/cb78f5f76ea7dfda9fbaa854b4818d5b5805da7c.jpg?ar=16%3A9&fit=crop&h=338&w=600,/veh/1990-ferrari-f40-zffgj34b000083249-n2w5PPW/,/veh/1990-ferrari-f40-zffgj34b000083249-n2w5PPW/,1990 Ferrari F40 Manual,,,,,,,,https://www.classic.com/veh/1990-ferrari-f40-zffgj34b000083249-n2w5PPW/,1990,https://www.classic.com/search/?filters[make]=4&filters[model]=68&page=2&q=Ferrari+F40,Not Sold
"Nov 1, 2025","RM Sotheby's • Nov 1, 2025",RM Sotheby's,"London, GBR",London,,https://images.classic.com/vehicles/a8a7c4bd10feb9ff2aa4288c3ae3178896daebba?ar=16%3A9&fit=crop&h=338&w=600,/veh/1991-ferrari-f40-zffgj34b000088605-4rQ85Lp/,/veh/1991-ferrari-f40-zffgj34b000088605-4rQ85Lp/,1991 Ferrari F40 Manual,,,,,,,,https://www.classic.com/veh/1991-ferrari-f40-zffgj34b000088605-4rQ85Lp/,1991,https://www.classic.com/search/?filters[model]=68&filters[make]=4&q=Ferrari+F40,Not Sold
"Oct 12, 2025","Bonhams • Oct 12, 2025",Bonhams,"Knokke-Heist, BEL",Knokke-Heist,,https://images.classic.com/vehicles/c1877199ac4b12589651454fc8d3fb0c46ee1bcf.jpg?ar=16%3A9&fit=crop&h=338&w=600,/veh/1991-ferrari-f40-zffgj34b000090667-WLZKX64/,/veh/1991-ferrari-f40-zffgj34b000090667-WLZKX64/,1991 Ferrari F40 Manual,,,,,3060175,"$3,060,175",,https://www.classic.com/veh/1991-ferrari-f40-zffgj34b000090667-WLZKX64/,1991,https://www.classic.com/search/?filters[model]=68&filters[make]=4&q=Ferrari+F40,Sold
"Oct 11, 2025","RM Sotheby's • Oct 11, 2025",RM Sotheby's,"Zurich, CHE",Zurich,,https://images.classic.com/vehicles/ca6501d040be88619d619b116304fef6210d2912?ar=16%3A9&fit=crop&h=338&w=600,/veh/1989-ferrari-f40-zffgj34b000083845-nXxg0bn/,/veh/1989-ferrari-f40-zffgj34b000083845-nXxg0bn/,1989 Ferrari F40 Manual,,,,,3688388,"$3,688,388",,https://www.classic.com/veh/1989-ferrari-f40-zffgj34b000083845-nXxg0bn/,1989,https://www.classic.com/search/?filters[model]=68&filters[make]=4&q=Ferrari+F40,Sold
"Jan 18, 2014","Barrett-Jackson • Jan 18, 2014",Barrett-Jackson,"Scottsdale, AZ, USA",Scottsdale,,https://images.classic.com/vehicles/03e6b4a12adae1deae6912fb059393011e2ee499.jpg?ar=16%3A9&fit=crop&h=338&w=600,/veh/1991-ferrari-f40-zffmn34a2m0087589-PWxEKRp/,/veh/1991-ferrari-f40-zffmn34a2m0087589-PWxEKRp/,1991 Ferrari F40 Manual,,,,,742500,"$742,500",,https://www.classic.com/veh/1991-ferrari-f40-zffmn34a2m0087589-PWxEKRp/,1991,https://www.classic.com/search/?filters[make]=4&filters[model]=68&page=7&q=Ferrari+F40,Sold
"Aug 16, 2025","RM Sotheby's • Aug 16, 2025",RM Sotheby's,"Monterey County, California, USA",Monterey County,,https://images.classic.com/vehicles/a23901ed5f36c54d3e01655c59981394f3984b77?ar=16%3A9&fit=crop&h=338&w=600,/veh/1992-ferrari-f40-zffgj34b000094647-4Vmrx2p/,/veh/1992-ferrari-f40-zffgj34b000094647-4Vmrx2p/,1992 Ferrari F40 Manual,,,,,2755000,"$2,755,000",,https://www.classic.com/veh/1992-ferrari-f40-zffgj34b000094647-4Vmrx2p/,1992,https://www.classic.com/search/?filters[model]=68&filters[make]=4&q=Ferrari+F40,Sold
"Aug 16, 2025","RM Sotheby's • Aug 16, 2025",RM Sotheby's,"Monterey County, California, USA",Monterey County,,https://images.classic.com/vehicles/ddb51fa173cf1142324039f7b2ebfa722ba703b5?ar=16%3A9&fit=crop&h=338&w=600,/veh/1990-ferrari-f40-zffgj34b000084036-WNRrZdW/,/veh/1990-ferrari-f40-zffgj34b000084036-WNRrZdW/,1990 Ferrari F40 Manual,,,,,3855000,"$3,855,000",,https://www.classic.com/veh/1990-ferrari-f40-zffgj34b000084036-WNRrZdW/,1990,https://www.classic.com/search/?filters[model]=68&filters[make]=4&q=Ferrari+F40,Sold
"Mar 3, 2023","Gooding Christie's • Mar 3, 2023",Gooding Christie's,"Fernandina Beach, FL, USA",Fernandina Beach,,https://images.classic.com/vehicles/f17921f725fc7d1856a8a4c74d7ec1729c41b487?ar=16%3A9&fit=crop&h=338&w=600,/veh/1990-ferrari-f40-zffmn34a0l0086620-Wk2xkzn/,/veh/1990-ferrari-f40-zffmn34a0l0086620-Wk2xkzn/,1990 Ferrari F40 Manual,,,,,3085000,"$3,085,000",,https://www.classic.com/veh/1990-ferrari-f40-zffmn34a0l0086620-Wk2xkzn/,1990,https://www.classic.com/search/?filters[make]=4&filters[model]=68&page=2&q=Ferrari+F40,Sold
"Aug 16, 2025","RM Sotheby's • Aug 16, 2025",RM Sotheby's,"Monterey County, California, USA",Monterey County,,https://images.classic.com/vehicles/7a64683e06e3486f7c01bb4575fb9e965ae7fc77?ar=16%3A9&fit=crop&h=338&w=600,/veh/1993-ferrari-f40-lm-by-michelotto-zffgx34x00009544-WRLPG04/,/veh/1993-ferrari-f40-lm-by-michelotto-zffgx34x00009544-WRLPG04/,1993 Ferrari F40 LM by Michelotto Manual,,,,,11005000,"$11,005,000",,https://www.classic.com/veh/1993-ferrari-f40-lm-by-michelotto-zffgx34x00009544-WRLPG04/,1993,https://www.classic.com/search/?filters[model]=68&filters[make]=4&q=Ferrari+F40,Sold
"Aug 14, 2025","Broad Arrow • Aug 14, 2025",Broad Arrow,"Monterey County, California, USA",Monterey County,,https://images.classic.com/vehicles/236ff52049e2f6305f7c1a8da6d3509386c545f9?ar=16%3A9&fit=crop&h=338&w=600,/veh/1991-ferrari-f40-zffmn34a6m0089653-pGJjaxW/,/veh/1991-ferrari-f40-zffmn34a6m0089653-pGJjaxW/,1991 Ferrari F40 Manual,,,,,,,,https://www.classic.com/veh/1991-ferrari-f40-zffmn34a6m0089653-pGJjaxW/,1991,https://www.classic.com/search/?filters[model]=68&filters[make]=4&q=Ferrari+F40,Sold
"Jul 25, 2025","Specialty Car Collection • Jul 25, 2025",Specialty Car Collection,"West Hollywood, California, USA",West Hollywood,,https://images.classic.com/vehicles/d90356ddb8bc7648394f58c3ba86b835.jpeg?ar=16%3A9&fit=crop&h=338&w=600,/veh/1990-ferrari-f40-zffmn34a4l0086118-4Vmjodp/,/veh/1990-ferrari-f40-zffmn34a4l0086118-4Vmjodp/,1990 Ferrari F40 Manual,,,,,,"$3,350,000
        
    
    
  
    
        
  info

      
  
  
    
    
      
          This listing was either sold, or removed, by the seller. The last asking price is the last price detected by Classic.com.",,https://www.classic.com/veh/1990-ferrari-f40-zffmn34a4l0086118-4Vmjodp/,1990,https://www.classic.com/search/?filters[model]=68&filters[make]=4&q=Ferrari+F40,Last Asking
"May 20, 2023","RM Sotheby's • May 20, 2023",RM Sotheby's,"Cernobbio, Lombardy, ITA",Cernobbio,,https://images.classic.com/vehicles/8b5f4645c551743160f8d8e33314f0dc2a7c8b6a.jpg?ar=16%3A9&fit=crop&h=338&w=600,/veh/1989-ferrari-f40-zffgj34b000080763-45wYv5W/,/veh/1989-ferrari-f40-zffgj34b000080763-45wYv5W/,1989 Ferrari F40 Manual,,,,,2288521,"$2,288,521",,https://www.classic.com/veh/1989-ferrari-f40-zffgj34b000080763-45wYv5W/,1989,https://www.classic.com/search/?filters[make]=4&filters[model]=68&page=2&q=Ferrari+F40,Sold
"Aug 20, 2022","Mecum • Aug 20, 2022",Mecum,"Monterey County, CA, USA",Monterey County,,https://images.classic.com/vehicles/85f8e50c02102a53ba7d34b6fa0aff69.jpeg?ar=16%3A9&fit=crop&h=338&w=600,/veh/1990-ferrari-f40-zffmn34a8l0087031-n3PNkPW/,/veh/1990-ferrari-f40-zffmn34a8l0087031-n3PNkPW/,1990 Ferrari F40 Manual,,,,,2100000,"$2,100,000",,https://www.classic.com/veh/1990-ferrari-f40-zffmn34a8l0087031-n3PNkPW/,1990,https://www.classic.com/search/?filters[make]=4&filters[model]=68&page=3&q=Ferrari+F40,Sold
"Feb 28, 2025","RM Sotheby's • Feb 28, 2025",RM Sotheby's,"Coral Gables, Florida, USA",Coral Gables,,https://images.classic.com/vehicles/565267a5b10fa51c521ca20403778860e1466800?ar=16%3A9&fit=crop&h=338&w=600,/veh/1991-ferrari-f40-zffmn34a1m0089382-n8kJMA4/,/veh/1991-ferrari-f40-zffmn34a1m0089382-n8kJMA4/,1991 Ferrari F40 Manual,,,,,3580000,"$3,580,000",,https://www.classic.com/veh/1991-ferrari-f40-zffmn34a1m0089382-n8kJMA4/,1991,https://www.classic.com/search/?filters[model]=68&filters[make]=4&q=Ferrari+F40,Sold
"Jan 15, 2022","Mecum • Jan 15, 2022",Mecum,"Kissimmee, FL, USA",Kissimmee,,https://images.classic.com/vehicles/77e5d84896a29f292efb554d7f56b278.jpeg?ar=16%3A9&fit=crop&h=338&w=600,/veh/1992-ferrari-f40-zffgj34b000094528-pglja04/,/veh/1992-ferrari-f40-zffgj34b000094528-pglja04/,1992 Ferrari F40 Manual,,,,,2750000,"$2,750,000",,https://www.classic.com/veh/1992-ferrari-f40-zffgj34b000094528-pglja04/,1992,https://www.classic.com/search/?filters[make]=4&filters[model]=68&page=4&q=Ferrari+F40,Sold
"Jan 13, 2025","Vegas Auto Gallery • Jan 13, 2025",Vegas Auto Gallery,"Las Vegas, Nevada, USA",Las Vegas,,https://images.classic.com/vehicles/27a434ee7ef8f81b168f2b14c2c2d7b8.jpeg?ar=16%3A9&fit=crop&h=338&w=600,/veh/1991-ferrari-f40-zffmn34r2m0087589-nK8GARW/,/veh/1991-ferrari-f40-zffmn34r2m0087589-nK8GARW/,1991 Ferrari F40 Manual,,,,,,"$2,790,000
        
    
    
  
    
        
  info

      
  
  
    
    
      
          This listing was either sold, or removed, by the seller. The last asking price is the last price detected by Classic.com.",,https://www.classic.com/veh/1991-ferrari-f40-zffmn34r2m0087589-nK8GARW/,1991,https://www.classic.com/search/?filters[model]=68&filters[make]=4&q=Ferrari+F40,Last Asking
"Nov 2, 2024","RM Sotheby's • Nov 2, 2024",RM Sotheby's,"London, GBR",London,,https://images.classic.com/vehicles/9bdb186c3da2bfd446d94a168671c06e504f275d?ar=16%3A9&fit=crop&h=338&w=600,/veh/1989-ferrari-f40-zffgj34b000083052-Wj6K6bW/,/veh/1989-ferrari-f40-zffgj34b000083052-Wj6K6bW/,1989 Ferrari F40 Manual,,,,,2550185,"$2,550,185",,https://www.classic.com/veh/1989-ferrari-f40-zffgj34b000083052-Wj6K6bW/,1989,https://www.classic.com/search/?filters[make]=4&filters[model]=68&page=2&q=Ferrari+F40,Sold
"Aug 17, 2024","RM Sotheby's • Aug 17, 2024",RM Sotheby's,"Monterey County, California, USA",Monterey County,,https://images.classic.com/vehicles/de76e8c7964499d818d8cd850c820a56ef1982aa?ar=16%3A9&fit=crop&h=338&w=600,/veh/1991-ferrari-f40-minty-forty-zffgj34b000088538-nmBe9OW/,/veh/1991-ferrari-f40-minty-forty-zffgj34b000088538-nmBe9OW/,1991 Ferrari F40 ‘Minty Forty’ Manual,,,,,1792500,"$1,792,500",,https://www.classic.com/veh/1991-ferrari-f40-minty-forty-zffgj34b000088538-nmBe9OW/,1991,https://www.classic.com/search/?filters[make]=4&filters[model]=68&page=2&q=Ferrari+F40,Sold
"Aug 15, 2024","Broad Arrow • Aug 15, 2024",Broad Arrow,"Monterey County, California, USA",Monterey County,,https://images.classic.com/vehicles/896e75547310981188ada8e01398ea85203f684c?ar=16%3A9&fit=crop&h=338&w=600,/veh/1990-ferrari-f40-zffmn34a4l0087219-pgD1oL4/,/veh/1990-ferrari-f40-zffmn34a4l0087219-pgD1oL4/,1990 Ferrari F40 Manual,,,,,2425000,"$2,425,000",,https://www.classic.com/veh/1990-ferrari-f40-zffmn34a4l0087219-pgD1oL4/,1990,https://www.classic.com/search/?filters[make]=4&filters[model]=68&page=2&q=Ferrari+F40,Sold
"Jun 26, 2024","Collecting Cars • Jun 26, 2024",Collecting Cars,"Bangkok, THA",Bangkok,,https://images.classic.com/vehicles/bb320e79ff82cb9beb3e5ee92b58da9bce870f5f.jpg?ar=16%3A9&fit=crop&h=338&w=600,/veh/1989-ferrari-f40-zffgj34b000088767-45jvvAn/,/veh/1989-ferrari-f40-zffgj34b000088767-45jvvAn/,1989 Ferrari F40 Manual,,,,,1502000,"$1,502,000",,https://www.classic.com/veh/1989-ferrari-f40-zffgj34b000088767-45jvvAn/,1989,https://www.classic.com/search/?filters[make]=4&filters[model]=68&page=2&q=Ferrari+F40,Sold
"Jun 7, 2024","Sterling Sackey Cars • Jun 7, 2024",Sterling Sackey Cars,"Red Bank, New Jersey, USA",Red Bank,,https://images.classic.com/vehicles/1efb7701-696b-4ba9-9032-7a8009493134.jpg?ar=16%3A9&fit=crop&h=338&w=600,/veh/1989-ferrari-f40-zffgj34b000080715-Y4rOyvn/,/veh/1989-ferrari-f40-zffgj34b000080715-Y4rOyvn/,1989 Ferrari F40 Manual,,,,,,"$3,100,000
        
    
    
  
    
        
  info

      
  
  
    
    
      
          This listing was either sold, or removed, by the seller. The last asking price is the last price detected by Classic.com.",,https://www.classic.com/veh/1989-ferrari-f40-zffgj34b000080715-Y4rOyvn/,1989,https://www.classic.com/search/?filters[make]=4&filters[model]=68&page=2&q=Ferrari+F40,Last Asking
"Jun 1, 2024","RM Sotheby's • Jun 1, 2024",RM Sotheby's,"Old Toronto, CAN",Old Toronto,,https://images.classic.com/vehicles/da546c694e9760d25d630dbe08ad4b5ec3e6bc7e?ar=16%3A9&fit=crop&h=338&w=600,/veh/1990-ferrari-f40-zffgj34b000084169-WvDm2v4/,/veh/1990-ferrari-f40-zffgj34b000084169-WvDm2v4/,1990 Ferrari F40 Manual,,,,,3470000,"$3,470,000",,https://www.classic.com/veh/1990-ferrari-f40-zffgj34b000084169-WvDm2v4/,1990,https://www.classic.com/search/?filters[make]=4&filters[model]=68&page=2&q=Ferrari+F40,Sold
"May 30, 2024","Ferrari of Naples • May 30, 2024",Ferrari of Naples,"Naples, Florida, USA",Naples,,https://images.classic.com/vehicles/1c2cddac7b7b4d664bc8d30565ececdb.jpeg?ar=16%3A9&fit=crop&h=338&w=600,/veh/1991-ferrari-f40-zffmn34a8m0090223-4ABVqBn/,/veh/1991-ferrari-f40-zffmn34a8m0090223-4ABVqBn/,1991 Ferrari F40 Manual,,,,,,"$2,849,000
        
    
    
  
    
        
  info

      
  
  
    
    
      
          This listing was either sold, or removed, by the seller. The last asking price is the last price detected by Classic.com.",,https://www.classic.com/veh/1991-ferrari-f40-zffmn34a8m0090223-4ABVqBn/,1991,https://www.classic.com/search/?filters[make]=4&filters[model]=68&page=2&q=Ferrari+F40,Last Asking
"Aug 20, 2022","RM Sotheby's • Aug 20, 2022",RM Sotheby's,"Monterey County, CA, USA",Monterey County,,https://images.classic.com/vehicles/ae0348ddfff05d0e99da66199622e51451daa711.jpg?ar=16%3A9&fit=crop&h=338&w=600,/veh/1992-ferrari-f40-zffmn34axn0091097-pzDE5Mn/,/veh/1992-ferrari-f40-zffmn34axn0091097-pzDE5Mn/,1992 Ferrari F40 Manual,,,,,3855000,"$3,855,000",,https://www.classic.com/veh/1992-ferrari-f40-zffmn34axn0091097-pzDE5Mn/,1992,https://www.classic.com/search/?filters[make]=4&filters[model]=68&page=3&q=Ferrari+F40,Sold
